Prison_ID,Prison_Type,Security_Level,Capacity,Number_of_Blocks,Current_Occupancy,Admissions_Last_7_Days,Admissions_Last_30_Days,Pending_Admissions,Releases_Last_7_Days,Releases_Last_30_Days,Upcoming_Releases_30_Days,Upcoming_Releases_60_Days,Upcoming_Releases_90_Days,Transfers_In_Last_30_Days,Transfers_Out_Last_30_Days,Pending_Transfers_In,Pending_Transfers_Out,Average_Remaining_Sentence,Median_Remaining_Sentence,Occupancy_7_Days_Ago,Occupancy_30_Days_Ago,Occupancy_60_Days_Ago,Occupancy_90_Days_Ago,Occupancy_30_Days,Occupancy_60_Days,Occupancy_90_Days
PR000200,Minimum Security,Low,838,5,639,81,327,4,42,199,224,420,646,5,6,2,1,6.6,5.4,609,510,411,228,752,868,970
PR000201,Women's,Low,197,1,172,29,129,0,32,132,111,238,361,3,2,3,1,14.4,10.3,174,172,150,205,152,163,111
PR000202,Women's,Medium,711,4,507,88,407,8,102,455,427,904,1354,7,3,1,1,7.9,6.2,515,550,627,661,502,438,403
PR000203,Remand,Medium,1121,6,952,376,1616,12,394,1727,1818,3716,5547,7,10,2,0,5.2,3.6,979,1067,1172,1311,756,477,226
PR000204,Maximum Security,High,1069,7,985,86,334,18,87,362,374,765,1178,13,4,1,1,58.5,40.3,985,1004,1033,1086,969,935,878
PR000205,Maximum Security,High,1031,6,723,23,174,17,47,231,195,429,670,11,4,0,0,35.6,28.4,736,792,835,847,719,675,623
PR000206,Minimum Security,Low,206,2,174,11,69,2,12,51,39,77,113,1,0,5,0,9.5,7.0,172,153,142,77,197,236,238
PR000207,Maximum Security,High,857,6,693,25,116,6,40,156,127,247,373,12,4,1,1,15.6,13.4,699,738,761,816,698,718,701
PR000208,Juvenile,Medium,292,3,268,83,413,3,101,431,456,892,1363,1,4,2,5,7.7,6.3,271,289,296,349,226,192,153
PR000209,Maximum Security,High,888,7,819,60,281,13,65,315,291,599,921,9,4,2,1,75.5,57.0,823,837,880,896,828,838,849
PR000210,Remand,Medium,629,3,443,250,1064,5,176,792,750,1487,2217,4,5,0,2,2.0,1.3,379,165,0,0,748,880,880
PR000211,Juvenile,Medium,96,1,69,19,62,1,12,40,65,125,180,0,1,0,2,6.5,5.2,63,40,15,14,68,48,86
PR000212,Remand,High,821,4,691,242,1098,8,223,949,904,1863,2772,3,2,1,3,0.7,0.6,659,536,412,218,899,1014,1149
PR000213,Minimum Security,Low,546,3,474,77,292,5,71,362,383,790,1210,7,4,1,3,7.5,4.4,489,539,614,695,387,277,162
PR000214,Women's,Medium,175,1,130,16,76,4,18,71,64,123,180,1,0,2,3,30.1,18.8,134,122,112,103,157,174,188
PR000215,Juvenile,Medium,190,1,132,27,88,3,19,111,102,199,325,1,0,0,1,2.1,1.7,139,133,161,195,136,126,85
PR000216,Juvenile,Low,321,2,237,85,352,2,73,351,364,716,1066,3,1,1,2,9.0,6.4,240,228,231,233,229,254,214
PR000217,Maximum Security,High,394,2,347,20,102,8,20,77,85,145,216,1,1,3,1,26.9,16.7,342,322,278,300,358,425,453
PR000218,Maximum Security,High,472,3,428,43,177,6,31,143,135,281,420,1,0,1,1,35.0,27.1,418,396,367,344,470,521,550
PR000219,Women's,Low,416,2,316,58,214,5,62,268,294,560,822,5,7,0,4,2.6,2.0,323,369,432,490,278,245,171
PR000220,Minimum Security,Low,639,3,495,73,312,5,51,205,219,437,653,2,2,3,3,5.0,4.3,472,376,272,165,580,710,747
PR000221,Minimum Security,Low,727,7,679,82,370,12,73,360,314,660,976,8,6,2,1,6.9,4.9,679,674,661,667,736,797,817
PR000222,Remand,Medium,745,5,608,201,829,7,203,921,859,1739,2595,3,5,3,4,2.6,2.1,631,720,776,902,502,396,344
PR000223,Juvenile,Medium,339,2,244,44,175,2,53,203,178,350,516,3,1,2,4,11.1,7.2,247,279,311,324,212,181,162
PR000224,Women's,Low,441,4,342,54,234,3,62,230,245,480,717,2,1,0,0,17.0,10.2,347,336,324,332,338,341,318
PR000225,Minimum Security,Medium,200,2,194,32,161,1,24,99,116,237,328,0,1,5,2,5.9,4.4,186,136,93,75,230,276,280
PR000226,Women's,Low,545,3,479,111,457,7,105,440,498,954,1419,3,1,2,2,10.1,5.8,472,452,438,418,449,409,424
PR000227,Maximum Security,High,1121,9,807,46,165,13,41,163,183,371,558,3,8,3,0,49.9,40.3,805,813,818,813,786,771,745
PR000228,Remand,Low,933,6,726,324,1380,14,535,2378,2145,4348,6588,1,6,5,1,0.8,0.5,959,1212,1212,1212,0,0,0
PR000229,Remand,High,808,6,570,293,1227,8,276,1143,1042,2089,3167,7,7,4,0,3.0,2.2,554,483,379,322,775,927,1099
PR000230,Maximum Security,High,960,5,910,47,203,19,53,241,233,471,710,5,7,3,2,44.9,31.3,922,960,996,1030,878,806,778
PR000231,Maximum Security,High,508,3,408,18,98,2,21,74,98,185,263,8,8,5,3,28.5,18.7,406,382,338,350,390,403,403
PR000232,Remand,Medium,1040,7,802,240,1156,14,290,1253,1152,2332,3519,3,8,2,1,1.5,0.9,827,908,1020,1113,819,823,746
PR000233,Women's,Low,185,2,135,26,100,3,22,124,113,222,332,0,0,3,2,4.5,3.9,137,173,177,175,134,166,201
PR000234,Remand,Low,1087,6,697,410,1615,8,359,1486,1384,2838,4217,8,9,1,1,2.4,1.8,668,581,423,298,894,1028,1261
PR000235,Women's,Low,151,1,102,14,57,1,14,46,54,98,142,2,0,1,0,6.3,3.6,97,77,108,33,100,131,144
PR000236,Women's,Medium,692,5,638,146,575,14,123,496,583,1185,1791,6,6,0,1,3.5,2.8,618,574,476,404,658,669,718
PR000237,Remand,Medium,1188,8,782,267,1157,20,301,1360,1093,2235,3377,7,13,0,2,0.8,0.5,834,992,1220,1390,900,947,1018
PR000238,Women's,Low,596,4,504,82,376,5,119,521,519,1058,1603,3,4,3,2,5.6,4.1,537,641,774,774,357,206,60
PR000239,Maximum Security,High,724,6,467,25,105,11,35,131,122,258,384,4,6,2,1,16.2,11.6,478,491,527,532,461,394,381
PR000240,Maximum Security,Medium,1076,7,1063,116,451,11,98,403,379,761,1073,3,6,0,4,43.3,29.2,1052,1011,976,925,1103,1128,1214
PR000241,Women's,Medium,527,3,454,69,327,4,86,390,407,856,1240,5,4,2,0,18.7,12.1,472,502,589,616,369,282,210
PR000242,Women's,Low,171,1,141,35,133,2,38,165,215,411,629,2,1,5,2,17.8,15.5,144,174,217,222,45,0,0
PR000243,Minimum Security,Medium,442,2,305,31,121,4,41,152,147,322,472,3,5,1,0,10.2,6.9,315,334,394,418,303,228,205
PR000244,Remand,High,576,5,397,171,806,4,143,628,759,1471,2151,2,2,0,3,2.1,1.5,353,212,43,0,457,604,780
PR000245,Remand,High,419,2,348,139,577,6,131,573,492,969,1479,1,5,3,2,1.4,0.9,349,351,377,319,423,539,586
PR000246,Women's,Low,594,5,393,44,192,7,46,193,183,350,520,4,5,3,3,8.1,6.7,396,403,379,416,377,416,395
PR000247,Remand,Medium,427,2,375,108,465,3,92,368,339,685,1012,2,6,7,1,5.9,4.2,355,285,188,104,513,597,597
PR000248,Remand,Medium,999,6,811,471,2031,22,603,2485,2825,5572,8278,5,3,3,1,2.8,1.7,920,1276,1298,1298,0,0,0
PR000249,Minimum Security,Low,405,2,371,32,125,3,42,191,192,393,595,2,4,0,3,29.6,23.2,388,442,518,526,334,245,191
PR000250,Remand,High,1076,8,850,393,1696,9,439,1983,1852,3762,5649,9,8,0,1,0.9,0.8,919,1148,1398,1398,724,564,387
PR000251,Juvenile,Low,281,2,158,19,85,6,21,83,89,178,283,0,3,1,0,12.4,11.0,155,160,145,151,146,154,120
PR000252,Women's,Medium,651,3,506,78,324,5,70,348,413,784,1134,4,8,0,1,13.2,10.8,513,535,566,585,439,379,395
PR000253,Remand,High,479,4,413,257,1077,5,228,906,767,1536,2310,0,1,3,2,6.0,4.7,371,229,69,0,670,670,670
PR000254,Minimum Security,Medium,510,4,367,83,311,2,69,265,321,601,857,0,3,4,2,15.9,12.7,356,314,281,218,369,416,472
PR000255,Minimum Security,Low,754,5,584,76,297,9,62,264,316,630,947,0,4,1,2,8.3,5.8,580,559,520,459,587,556,555
PR000256,Juvenile,Medium,58,1,51,16,46,2,14,53,41,94,144,0,0,1,3,25.9,15.4,47,66,75,75,50,39,46
PR000257,Women's,Low,692,4,653,119,455,10,150,676,704,1404,2084,3,2,0,1,25.2,19.8,708,863,899,899,409,206,0
PR000258,Maximum Security,High,526,5,467,19,106,10,22,90,89,162,244,2,6,1,3,59.7,33.1,462,455,436,412,462,481,514
PR000259,Maximum Security,Medium,553,4,433,65,230,8,33,151,206,413,588,6,8,4,1,17.4,11.2,418,352,283,241,434,452,515
PR000260,Remand,Medium,707,5,351,104,438,10,100,452,439,876,1354,1,8,1,2,1.5,0.9,357,369,407,414,368,386,333
PR000261,Maximum Security,High,1356,9,1115,87,376,10,78,272,259,536,815,11,9,0,0,12.7,10.6,1093,1017,910,781,1249,1322,1441
PR000262,Women's,Low,142,1,120,32,149,0,17,105,132,255,390,1,0,1,0,3.9,2.5,109,74,41,7,121,143,138
PR000263,Minimum Security,Low,262,4,230,13,60,7,17,91,82,177,269,4,3,0,0,8.9,7.8,239,259,284,304,239,211,155
PR000264,Maximum Security,High,850,6,755,61,238,17,54,263,261,526,813,5,7,1,2,20.4,11.2,766,791,821,840,746,707,693
PR000265,Women's,Medium,495,3,379,70,281,2,107,390,353,686,1073,4,1,1,2,0.5,0.4,401,481,597,643,309,286,177
PR000266,Minimum Security,Medium,800,5,789,86,435,10,122,544,561,1157,1748,9,8,3,1,3.1,1.9,820,886,1002,1040,648,477,300
PR000267,Minimum Security,Low,280,3,193,29,112,3,28,110,116,228,349,1,4,1,2,2.1,1.4,191,187,218,201,158,142,124
PR000268,Minimum Security,Low,606,5,348,100,368,13,68,257,242,471,736,2,3,4,0,20.0,16.2,321,247,139,0,449,583,661
PR000269,Maximum Security,High,853,6,608,32,131,10,23,130,151,287,435,3,5,1,1,44.8,32.0,606,597,624,616,574,518,508
PR000270,Maximum Security,High,388,1,351,51,176,5,32,131,105,222,333,2,4,2,5,94.2,73.5,340,305,247,202,402,429,499
PR000271,Maximum Security,High,395,2,267,29,117,8,32,111,78,179,292,2,2,3,6,30.9,18.5,266,256,248,212,313,330,342
PR000272,Minimum Security,Low,855,6,795,109,445,6,166,658,663,1311,2009,8,1,5,1,6.6,4.8,846,1002,1111,1111,607,413,213
PR000273,Maximum Security,High,1080,7,646,57,224,14,40,180,243,480,715,2,8,1,0,28.2,23.1,635,605,557,537,608,577,533
PR000274,Remand,Medium,268,1,189,90,421,0,109,421,423,851,1277,1,2,2,5,0.8,0.6,186,177,221,171,222,255,287
PR000275,Juvenile,Medium,181,1,160,30,133,4,13,83,91,182,284,0,3,4,2,13.6,8.0,156,118,86,30,200,225,253
PR000276,Minimum Security,Low,904,7,774,102,480,7,131,586,521,1007,1523,7,8,5,0,1.9,1.6,799,896,986,1091,737,764,730
PR000277,Minimum Security,Low,978,7,923,122,549,15,203,854,758,1496,2284,1,7,3,4,12.4,7.7,994,1243,1271,1271,749,565,415
PR000278,Remand,High,801,5,573,204,914,21,292,1164,1077,2129,3160,11,1,0,0,2.2,1.9,630,825,1041,1041,451,341,316
PR000279,Women's,Low,158,1,133,23,131,2,28,103,136,262,377,1,1,2,1,21.9,13.6,127,123,60,33,105,112,143
PR000280,Women's,Low,334,3,258,76,330,3,73,328,260,522,791,2,5,3,1,5.4,3.4,259,261,246,251,291,366,416
PR000281,Maximum Security,High,662,5,390,14,72,5,14,62,64,140,220,10,10,2,1,26.3,19.8,387,379,373,365,414,409,418
PR000282,Minimum Security,Low,545,3,544,48,205,4,56,226,246,472,736,3,3,1,1,17.9,12.6,551,562,596,615,544,555,511
PR000283,Minimum Security,Low,591,4,446,45,195,11,44,233,233,493,756,5,4,2,1,12.4,8.4,451,490,531,560,429,414,340
PR000284,Minimum Security,Medium,921,7,636,64,290,3,75,339,355,778,1184,8,7,3,0,17.7,15.8,645,677,718,776,591,491,340
PR000285,Remand,Medium,917,7,435,144,688,11,140,601,638,1278,1887,2,3,2,6,0.7,0.5,415,352,263,202,519,595,695
PR000286,Remand,Medium,400,2,391,98,444,4,149,606,525,1044,1603,5,2,2,5,4.6,3.4,425,520,520,520,330,255,136
PR000287,Maximum Security,High,635,5,405,35,174,5,38,137,148,282,435,4,3,1,1,43.0,32.2,402,374,328,298,446,481,549
PR000288,Minimum Security,Low,302,3,223,46,198,4,55,232,190,387,590,0,2,1,1,4.4,3.7,227,247,302,338,235,266,249
PR000289,Remand,High,1131,8,807,319,1312,25,274,1269,1249,2492,3708,3,10,1,1,0.5,0.4,798,772,736,689,856,948,1073
PR000290,Maximum Security,High,517,6,371,17,74,5,32,100,99,202,308,0,5,1,2,31.4,27.7,376,404,415,471,341,336,254
PR000291,Women's,Medium,340,2,308,90,358,8,85,354,311,625,931,2,4,4,3,5.1,3.6,307,304,318,315,329,364,407
PR000292,Maximum Security,High,1204,6,897,72,330,14,64,292,274,530,791,4,7,0,2,47.3,28.5,891,869,831,822,975,1049,1164
PR000293,Women's,Low,195,1,144,28,88,6,21,93,96,193,274,2,0,1,4,30.2,18.9,147,149,156,132,136,132,138
PR000294,Maximum Security,High,1428,9,1276,60,236,15,48,208,198,411,607,2,19,0,5,58.7,45.4,1272,1256,1281,1251,1317,1374,1442
PR000295,Women's,Low,248,2,225,50,183,4,31,154,137,264,405,2,1,0,1,7.4,4.8,221,201,178,135,286,323,347
PR000296,Women's,Medium,754,6,647,87,398,5,64,292,334,659,977,1,5,3,1,29.1,18.6,624,557,444,365,678,754,795
PR000297,Women's,Medium,790,5,616,135,591,6,92,402,429,876,1283,8,9,5,4,23.0,20.3,575,427,257,53,820,996,1106
PR000298,Women's,Low,462,3,420,99,408,5,90,441,377,794,1186,9,2,5,7,12.5,9.8,426,446,513,472,489,534,613
PR000299,Women's,Low,416,5,286,42,174,2,65,279,270,532,821,2,3,0,3,29.1,16.7,311,382,502,540,185,119,0
PR000300,Remand,High,1069,6,488,191,801,20,301,1358,1426,2906,4373,10,3,5,3,8.6,7.7,616,1038,1389,1389,0,0,0
PR000301,Women's,Low,782,5,541,51,183,4,49,213,221,418,612,7,6,0,1,8.4,4.9,551,575,614,639,529,551,591
PR000302,Maximum Security,High,612,4,426,23,102,6,26,95,83,164,235,1,3,1,0,48.3,36.5,421,416,405,435,444,469,473
PR000303,Remand,Low,1160,7,772,421,1856,4,407,1791,1776,3605,5370,6,5,1,0,4.9,4.4,757,705,626,594,901,1026,1107
PR000304,Remand,Low,1142,6,771,281,1176,13,340,1392,1448,2897,4381,8,8,1,1,0.5,0.4,816,972,1216,1415,445,139,0
PR000305,Women's,Low,428,4,367,50,218,4,36,187,211,397,538,6,4,4,1,6.7,4.9,362,339,311,298,396,466,543
PR000306,Remand,High,328,1,270,72,327,5,78,316,350,711,1064,6,3,1,2,1.7,1.3,265,257,252,226,261,207,238
PR000307,Minimum Security,Low,928,6,672,57,274,5,58,265,221,479,721,7,3,0,2,16.3,11.6,670,651,631,619,725,746,802
PR000308,Remand,Low,675,5,435,88,369,10,66,289,354,697,1022,2,8,2,2,2.8,2.3,417,369,265,212,434,496,553
PR000309,Minimum Security,Low,270,1,225,45,162,5,36,192,191,366,534,1,3,2,1,0.9,0.7,231,246,277,303,234,207,218
PR000310,Maximum Security,High,591,3,399,35,122,4,23,82,107,207,312,0,8,4,1,57.1,42.0,391,359,337,321,406,443,446
PR000311,Remand,Medium,654,4,521,266,1065,4,261,1095,1151,2271,3331,6,3,1,2,1.6,1.1,528,546,571,621,438,402,451
PR000312,Remand,Low,269,1,215,38,224,4,45,191,250,462,676,2,1,1,2,3.7,3.3,203,176,134,116,193,195,189
PR000313,Minimum Security,Low,272,1,182,38,148,2,41,159,204,390,580,1,2,0,5,6.4,4.2,185,199,204,232,102,37,33
PR000314,Minimum Security,Low,236,2,197,28,126,2,36,140,134,256,390,1,2,3,2,8.8,5.5,203,210,215,257,180,200,176
PR000315,Minimum Security,Low,384,2,284,59,222,7,43,162,180,352,552,1,4,1,2,7.7,4.9,276,224,170,119,328,371,426
PR000316,Minimum Security,Low,903,6,777,91,327,11,63,247,300,575,835,10,1,4,2,36.8,26.2,752,694,593,491,825,921,1006
PR000317,Minimum Security,Low,366,2,326,70,249,9,89,357,338,717,1095,2,8,0,4,3.4,2.2,353,437,475,475,209,78,0
PR000318,Juvenile,Medium,197,2,83,20,75,4,23,92,69,180,269,2,1,2,1,6.0,5.0,85,92,123,122,98,78,56
PR000319,Minimum Security,Low,554,4,521,62,271,13,49,271,300,586,903,2,5,1,3,30.5,22.6,522,528,523,501,502,526,493
PR000320,Women's,Low,403,2,291,48,226,5,32,158,136,297,454,5,2,3,0,7.6,5.8,275,210,156,67,385,420,510
PR000321,Women's,Medium,132,2,110,17,84,0,23,98,84,186,271,1,1,0,3,4.7,3.1,117,125,157,132,112,94,115
PR000322,Remand,Low,1139,7,1052,272,1132,15,366,1438,1586,3280,4947,9,1,1,2,3.2,1.8,1124,1362,1480,1480,595,63,0
PR000323,Minimum Security,Low,845,5,704,62,306,8,87,338,364,699,1061,15,2,2,0,10.0,5.9,710,716,708,743,660,665,663
PR000324,Remand,Medium,275,1,230,53,233,1,46,230,283,561,811,2,2,1,0,0.7,0.4,233,247,208,236,177,153,103
PR000325,Women's,Medium,199,1,163,35,152,3,30,147,153,329,487,0,2,1,0,1.2,0.8,160,164,166,151,140,130,126
PR000326,Juvenile,Low,113,1,103,35,123,1,22,103,65,169,273,1,0,2,2,5.1,3.5,99,83,66,47,133,158,158
PR000327,Women's,Low,444,3,204,43,181,3,42,136,128,259,410,1,1,0,4,1.9,1.3,197,163,116,61,245,303,307
PR000328,Remand,Medium,911,5,666,207,924,17,222,830,809,1604,2386,10,5,4,3,0.5,0.4,648,574,445,372,782,927,1098
PR000329,Remand,High,537,5,309,142,656,4,212,921,868,1767,2640,11,5,4,4,2.4,1.7,364,575,698,698,74,0,0
PR000330,Minimum Security,Low,905,4,825,197,796,16,157,731,705,1445,2197,9,3,3,3,4.9,3.4,809,758,679,626,891,902,921
PR000331,Juvenile,Medium,198,1,147,40,135,7,18,84,83,171,252,0,3,2,0,14.1,10.1,136,81,30,1,181,194,277
PR000332,Minimum Security,Medium,551,2,522,109,413,2,80,374,334,714,1061,3,8,1,1,2.1,1.2,513,484,453,423,580,601,657
PR000333,Juvenile,Medium,179,2,141,30,127,2,29,121,126,242,362,0,0,1,0,5.2,3.6,140,131,118,91,144,138,132
PR000334,Women's,Medium,320,3,184,23,94,7,25,101,124,220,335,4,2,4,4,12.4,10.1,188,183,211,214,179,174,192
PR000335,Maximum Security,Medium,1236,8,1126,59,315,18,66,279,296,579,861,12,7,2,1,69.3,43.1,1118,1077,1027,1035,1144,1221,1298
PR000336,Remand,Medium,818,4,683,286,1240,6,323,1330,1166,2404,3580,7,3,0,2,0.9,0.7,702,761,841,956,772,780,847
PR000337,Maximum Security,Medium,908,5,853,70,323,8,82,336,440,832,1240,11,6,4,0,13.8,10.4,860,849,849,929,744,676,620
PR000338,Juvenile,Medium,256,2,158,32,149,5,39,160,159,326,494,2,2,1,3,11.7,7.7,157,173,192,181,139,112,59
PR000339,Maximum Security,High,1253,8,1044,57,229,9,52,166,167,325,507,13,11,4,1,11.5,9.4,1029,977,888,884,1091,1170,1180
PR000340,Women's,Low,144,1,121,11,59,2,13,50,78,164,232,0,0,3,0,34.9,24.2,120,112,120,98,96,107,57
PR000341,Maximum Security,Medium,1195,8,881,32,137,14,43,189,193,388,602,15,4,0,1,35.5,25.3,887,918,972,1031,863,818,777
PR000342,Women's,Medium,613,4,357,57,284,9,80,328,331,655,985,5,2,1,0,19.1,16.8,369,387,483,479,311,319,303
PR000343,Women's,Medium,540,2,388,91,400,2,89,388,333,670,1006,1,2,4,4,2.1,1.5,384,369,380,357,455,525,606
PR000344,Remand,Medium,717,3,619,246,1029,6,283,1148,1091,2164,3258,1,5,1,2,3.2,2.9,655,738,859,932,502,413,269
PR000345,Women's,Low,142,1,91,17,77,1,13,81,85,185,275,3,0,1,3,9.3,7.9,95,78,81,108,110,105,65
PR000346,Women's,Medium,788,5,595,66,335,4,99,473,459,980,1441,3,4,1,1,5.6,4.0,637,736,868,1024,456,232,134
PR000347,Women's,Medium,276,2,230,38,175,8,37,209,203,409,613,1,2,3,0,16.3,11.0,238,268,305,348,228,229,203
PR000348,Minimum Security,Low,490,3,452,63,244,2,39,193,189,383,583,4,4,4,2,21.3,17.3,441,387,341,311,505,532,583
PR000349,Remand,Medium,459,4,402,134,636,1,218,885,888,1723,2502,4,3,5,1,1.2,0.6,459,596,596,596,192,4,0
PR000350,Maximum Security,High,1255,7,1064,54,262,18,65,264,256,531,795,4,7,2,1,59.3,40.6,1061,1073,1063,1090,1088,1080,1141
PR000351,Remand,High,661,5,444,142,602,2,125,548,456,915,1389,8,6,0,3,3.9,3.1,435,390,353,292,626,779,925
PR000352,Minimum Security,Low,571,3,478,94,380,10,96,421,395,759,1157,4,4,3,2,5.3,2.9,488,523,577,591,446,444,475
PR000353,Remand,Medium,923,8,767,387,1664,12,466,1937,2199,4413,6635,5,1,0,2,2.2,1.2,832,1040,1199,1199,236,0,0
PR000354,Remand,Low,791,5,677,154,739,2,200,762,947,1877,2796,9,3,2,5,1.0,0.7,680,695,709,737,550,404,315
PR000355,Remand,High,463,3,384,156,664,3,222,892,973,1962,2872,4,5,0,2,1.3,1.1,441,601,601,601,32,0,0
PR000356,Remand,Medium,494,4,376,83,356,10,75,348,321,652,979,8,4,2,1,0.5,0.3,378,366,334,331,428,462,483
PR000357,Women's,Low,331,2,247,39,170,3,42,172,139,306,440,0,0,0,2,1.7,1.4,245,234,239,263,291,303,323
PR000358,Women's,Low,222,1,201,12,86,2,27,106,136,251,380,3,0,2,0,13.6,9.7,204,226,221,248,140,125,66
PR000359,Remand,Medium,911,7,294,130,528,12,92,398,368,760,1110,12,2,1,0,5.4,3.7,264,161,8,0,457,633,779
PR000360,Remand,Medium,449,5,327,102,428,5,92,416,401,813,1237,6,8,2,2,0.5,0.4,324,331,295,275,379,412,446
PR000361,Women's,Medium,666,5,544,145,570,11,156,602,608,1261,1912,7,1,1,0,4.3,3.5,548,566,592,619,509,455,358
PR000362,Maximum Security,High,490,3,396,25,117,5,26,113,136,277,439,5,2,2,1,45.3,31.0,387,398,362,369,384,379,375
PR000363,Maximum Security,High,942,8,680,61,241,13,44,208,222,442,672,3,5,0,1,10.8,6.9,671,634,610,588,722,759,808
PR000364,Maximum Security,High,825,6,526,44,189,11,43,208,210,444,660,3,2,3,4,23.2,17.3,535,542,557,617,500,480,445
PR000365,Juvenile,Medium,159,1,90,30,112,1,31,117,144,290,446,2,2,3,7,12.0,9.9,95,93,97,120,76,46,51
PR000366,Remand,Low,816,5,489,172,860,18,210,913,909,1824,2738,2,5,4,2,5.4,3.9,499,554,607,643,494,480,447
PR000367,Women's,Medium,768,5,616,134,641,16,184,773,805,1631,2499,3,3,0,0,1.6,1.1,647,750,894,998,461,273,85
PR000368,Juvenile,Low,175,1,150,32,115,1,33,137,152,280,440,1,1,1,2,5.1,4.0,155,182,181,209,107,112,59
PR000369,Minimum Security,Low,671,5,551,74,278,8,63,304,270,552,802,4,11,2,0,21.9,18.1,561,593,598,630,550,554,548
PR000370,Women's,Low,776,3,650,114,548,9,142,564,598,1154,1729,2,7,1,2,8.0,6.8,656,669,687,691,622,609,621
PR000371,Women's,Medium,168,3,125,23,82,1,27,113,106,211,348,2,1,2,0,15.5,12.7,131,147,206,218,108,80,44
PR000372,Minimum Security,Low,458,4,409,57,216,3,42,202,193,406,613,3,7,2,2,16.6,10.4,402,402,375,407,446,446,479
PR000373,Minimum Security,Low,739,3,616,46,217,12,52,243,227,448,672,9,4,2,5,1.8,1.4,619,635,663,670,636,652,724
PR000374,Minimum Security,Medium,846,6,759,83,364,8,105,476,486,982,1485,2,1,2,1,12.5,9.6,782,874,979,1069,657,511,364
PR000375,Minimum Security,Low,240,2,222,48,204,0,35,173,180,374,550,2,2,5,3,3.8,3.4,214,192,171,141,233,188,237
PR000376,Maximum Security,High,1341,10,764,70,260,28,91,349,309,628,914,3,19,4,1,20.3,13.8,785,859,963,1044,724,652,651
PR000377,Women's,Medium,778,7,545,105,435,18,85,366,399,813,1211,9,4,2,1,4.1,2.7,530,476,394,305,570,584,638
PR000378,Remand,Medium,1176,10,1148,754,3084,15,586,2475,2461,5028,7525,8,6,6,2,1.5,1.2,1010,555,0,0,1646,1646,1646
PR000379,Minimum Security,Low,857,5,657,43,179,6,60,222,198,385,585,3,3,0,1,27.1,17.2,665,709,740,810,646,687,665
PR000380,Juvenile,Low,354,3,245,35,190,9,38,157,153,302,457,4,5,3,3,14.1,11.8,233,187,166,178,289,343,391
PR000381,Remand,High,797,5,685,240,1002,8,247,1043,888,1800,2742,5,10,1,1,7.5,5.9,699,720,787,780,797,866,901
PR000382,Women's,Medium,139,2,119,33,137,0,34,135,137,272,438,1,0,2,2,10.1,8.6,118,107,132,88,113,111,85
PR000383,Women's,Low,622,2,589,111,418,19,60,328,226,484,752,8,8,4,1,2.8,1.9,568,484,401,347,806,870,870
PR000384,Remand,Medium,516,2,487,177,879,5,239,1105,1175,2375,3542,9,1,0,0,0.5,0.3,537,670,670,670,203,0,0
PR000385,Minimum Security,Low,745,5,721,76,325,11,65,282,250,507,764,1,3,2,3,3.2,2.1,707,691,636,616,839,934,1043
PR000386,Women's,Medium,559,4,325,67,290,4,63,286,337,609,897,4,7,3,1,18.5,11.8,325,321,318,321,293,284,323
PR000387,Juvenile,Medium,191,1,181,38,206,3,41,170,154,312,478,4,2,3,9,7.9,5.2,172,138,117,71,230,267,267
PR000388,Women's,Low,709,6,616,100,454,6,100,459,476,884,1393,2,3,0,2,5.4,3.2,616,636,643,605,573,622,537
PR000389,Maximum Security,High,1084,7,889,57,220,14,53,239,298,596,896,19,8,0,2,51.6,39.5,892,895,913,884,824,780,706
PR000390,Women's,Medium,474,2,422,75,317,4,50,214,239,513,757,3,1,4,3,9.3,8.1,395,307,207,99,504,572,659
PR000391,Remand,Medium,886,6,695,262,1123,11,311,1370,1354,2724,4022,7,10,0,6,4.7,2.8,746,952,1151,1151,445,173,0
PR000392,Maximum Security,High,1194,7,892,28,140,15,26,138,121,280,413,1,5,2,0,39.0,32.4,892,886,903,869,916,889,879
PR000393,Remand,High,1150,8,975,512,2391,15,751,3221,3005,5998,8992,11,2,1,2,1.0,0.9,1169,1495,1495,1495,414,0,0
PR000394,Juvenile,Medium,117,2,112,33,149,1,33,137,167,326,488,1,1,0,1,5.0,4.3,105,96,64,113,78,53,18
PR000395,Maximum Security,High,1359,10,847,53,251,17,84,360,305,666,998,11,13,1,4,66.0,43.5,873,954,1080,1180,817,729,695
PR000396,Remand,Medium,867,7,727,284,1163,4,226,906,820,1654,2500,6,3,2,0,3.5,2.6,665,462,224,0,1078,1213,1213
PR000397,Women's,Low,346,2,295,36,144,8,65,221,215,450,662,2,8,2,0,10.4,7.7,310,384,449,449,253,214,135
PR000398,Minimum Security,Medium,246,1,177,36,155,2,41,160,183,386,572,1,1,1,2,7.4,5.4,180,177,200,169,156,65,113
PR000399,Remand,Medium,793,6,746,307,1467,15,290,1291,1387,2651,3950,2,13,1,1,0.6,0.5,708,582,414,230,777,944,1079
PR000400,Remand,Medium,833,5,821,186,856,15,180,708,755,1556,2293,8,2,0,1,1.0,0.6,782,664,504,390,979,1055,1166
PR000401,Minimum Security,Low,840,5,652,88,386,9,80,316,257,534,830,8,3,5,1,4.5,3.5,638,564,506,439,774,874,913
PR000402,Women's,Low,562,4,444,86,263,5,47,208,181,368,560,5,1,0,0,26.8,20.3,426,391,320,286,510,596,649
