Age,Gender,education_level,Prison_type,Prison_security_level,Block_security_level,Incidents_count,Violent_incident_count,escape_incident_count,days_since_last_incidence,total_disciplinary_days,Risk Behaviour
47,Male,Bachelor's,Maximum Security,High,High,12,1,3,317,37,High
42,Male,Primary,Juvenile,Low,Low,3,0,0,304,17,Low
26,Male,Secondary,Minimum Security,Low,Low,2,0,0,90,18,Low
43,Female,Primary,Women's,Medium,Medium,6,0,0,294,17,Medium
33,Male,Secondary,Minimum Security,Low,Low,4,1,0,288,18,Low
30,Male,Secondary,Remand,Medium,Low,2,0,0,236,4,Low
63,Male,Bachelor's,Maximum Security,High,High,11,4,3,209,35,High
61,Male,Primary,Remand,Medium,Medium,6,2,0,193,9,Medium
22,Male,Secondary,Minimum Security,Low,Low,4,1,0,354,15,Low
44,Male,Primary,Remand,Low,Low,2,0,0,326,12,Low
23,Male,Secondary,Maximum Security,High,High,12,3,3,313,39,High
20,Male,Secondary,Remand,Low,Low,4,0,0,220,0,Low
24,Male,Preparatory,Maximum Security,High,High,12,2,2,297,29,High
62,Male,Preparatory,Remand,Medium,Medium,6,1,1,256,11,Medium
27,Male,Literate,Minimum Security,Low,Low,1,0,0,43,14,Low
25,Male,Primary,Juvenile,Medium,Medium,2,0,0,266,0,Low
48,Male,Secondary,Minimum Security,Low,Low,7,1,1,34,10,Medium
37,Male,Illiterate,Maximum Security,High,High,7,2,1,55,25,High
61,Female,Secondary,Juvenile,Medium,Medium,7,0,1,169,29,Medium
53,Male,Secondary,Minimum Security,Low,Low,5,1,0,95,4,Low
58,Male,Secondary,Remand,Low,Low,3,0,0,219,2,Low
42,Male,Primary,Maximum Security,High,High,6,2,0,32,19,High
54,Female,Primary,Maximum Security,High,High,2,0,0,234,6,Low
25,Female,Preparatory,Maximum Security,High,High,4,1,0,305,8,Medium
42,Male,Primary,Remand,Medium,Medium,4,1,0,344,5,Low
63,Female,Secondary,Juvenile,Medium,Medium,3,0,0,122,11,Low
37,Male,Literate,Maximum Security,High,High,6,1,0,305,22,Medium
26,Male,Preparatory,Remand,Medium,Low,4,1,0,88,6,Medium
53,Male,Primary,Maximum Security,High,Medium,6,0,0,317,15,Medium
21,Female,Bachelor's,Women's,Medium,High,3,0,0,196,19,Low
53,Male,Secondary,Remand,Medium,Low,5,0,1,250,13,Medium
28,Male,Secondary,Maximum Security,High,High,14,3,4,140,37,High
32,Male,Preparatory,Remand,Medium,Medium,6,1,1,281,14,Medium
50,Male,Secondary,Maximum Security,High,Medium,8,1,0,187,22,Medium
52,Male,Secondary,Juvenile,Medium,Low,1,0,0,52,5,Low
65,Male,Primary,Juvenile,Low,Low,4,0,0,178,5,Low
23,Female,Secondary,Minimum Security,Low,Medium,1,0,0,301,4,Low
62,Male,Secondary,Minimum Security,Low,Medium,6,0,0,71,17,Medium
31,Male,Secondary,Juvenile,Medium,Medium,7,0,1,86,14,Medium
38,Female,Primary,Women's,Medium,Low,6,1,0,263,14,Medium
61,Male,Secondary,Juvenile,Medium,High,8,2,2,141,27,High
59,Female,Primary,Maximum Security,High,High,11,0,2,126,24,High
61,Male,Secondary,Minimum Security,Low,Low,1,0,0,192,0,Low
46,Male,Secondary,Maximum Security,High,High,7,1,1,142,19,Medium
62,Female,Preparatory,Women's,Low,Low,3,0,0,1,12,Medium
64,Female,Secondary,Maximum Security,High,High,6,0,0,32,11,Medium
52,Female,Bachelor's,Minimum Security,Low,Low,1,0,0,165,1,Low
36,Male,Secondary,Minimum Security,Low,Low,2,0,0,175,10,Low
61,Male,Secondary,Juvenile,Low,Medium,1,0,0,80,2,Low
46,Female,Preparatory,Minimum Security,Low,Low,1,0,0,67,4,Low
59,Female,Bachelor's,Minimum Security,Low,Medium,1,0,0,184,6,Low
34,Male,Secondary,Maximum Security,High,High,11,0,1,320,30,Medium
37,Male,Preparatory,Remand,High,High,8,3,2,109,21,High
48,Male,Preparatory,Maximum Security,High,High,10,2,3,4,21,High
62,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,244,0,Low
22,Male,Secondary,Maximum Security,High,High,8,3,1,188,26,High
37,Male,Secondary,Maximum Security,High,High,9,2,1,346,37,High
27,Male,Secondary,Maximum Security,High,High,4,0,0,179,6,Low
64,Male,Bachelor's,Maximum Security,High,High,7,1,1,226,22,Medium
31,Male,Secondary,Maximum Security,High,High,8,0,0,196,19,Medium
40,Female,Primary,Women's,High,High,4,0,0,43,8,Medium
33,Male,Secondary,Remand,Medium,Medium,7,2,0,337,24,Medium
37,Male,Primary,Maximum Security,High,High,9,0,2,330,27,High
21,Male,Primary,Juvenile,Medium,Medium,4,0,0,326,14,Low
56,Female,Illiterate,Maximum Security,High,High,5,0,1,162,6,Medium
26,Male,Preparatory,Minimum Security,Low,Low,2,0,0,88,10,Low
48,Female,Secondary,Women's,High,High,5,1,1,134,12,Medium
31,Male,Secondary,Maximum Security,High,High,6,1,0,321,8,Medium
63,Male,Secondary,Remand,High,High,8,2,1,315,18,Medium
27,Male,Preparatory,Maximum Security,High,High,7,1,0,79,27,Medium
52,Male,Secondary,Minimum Security,Low,Low,2,0,0,329,3,Low
22,Male,Bachelor's,Minimum Security,Low,Medium,3,0,0,125,2,Low
23,Female,Literate,Women's,Medium,High,4,1,0,341,14,Medium
65,Male,Illiterate,Remand,High,High,8,1,2,254,27,High
40,Male,Secondary,Remand,High,High,5,1,1,137,12,Medium
64,Female,Secondary,Women's,High,Medium,7,2,1,139,16,Medium
51,Male,Secondary,Maximum Security,High,High,2,0,0,233,13,Low
50,Male,Secondary,Minimum Security,Low,Low,3,0,0,130,1,Low
24,Female,Secondary,Women's,High,High,5,1,0,1,15,Medium
20,Female,Illiterate,Women's,High,High,4,0,0,76,15,Medium
29,Female,Bachelor's,Women's,Medium,Low,3,0,0,335,5,Low
44,Male,Bachelor's,Maximum Security,High,High,7,1,0,39,15,Medium
54,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,264,0,Low
20,Female,Illiterate,Women's,Medium,Medium,3,0,0,159,2,Low
38,Male,Preparatory,Maximum Security,High,High,11,2,0,155,36,High
65,Male,Secondary,Remand,Medium,Medium,1,0,0,100,4,Low
64,Female,Secondary,Women's,High,High,9,1,0,209,12,Medium
19,Male,Bachelor's,Maximum Security,High,Medium,5,0,1,171,17,Medium
18,Male,Secondary,Juvenile,Medium,Medium,5,0,1,121,27,Medium
44,Male,Postgraduate education,Remand,Medium,High,3,0,0,118,12,Low
51,Female,Preparatory,Minimum Security,Low,Low,3,0,0,297,8,Low
24,Male,Preparatory,Remand,Medium,High,4,1,0,339,10,Medium
26,Male,Primary,Maximum Security,High,Medium,4,1,0,358,1,Medium
65,Male,Primary,Minimum Security,Low,Low,5,1,0,69,12,Medium
55,Male,Preparatory,Maximum Security,High,High,6,1,1,61,24,High
52,Male,Preparatory,Minimum Security,Low,Low,2,0,0,61,1,Low
23,Male,Bachelor's,Maximum Security,High,High,8,2,2,20,29,High
31,Male,Illiterate,Juvenile,Medium,Medium,4,1,0,262,17,Medium
21,Male,Postgraduate education,Remand,High,High,7,2,1,231,14,Medium
53,Male,Preparatory,Juvenile,Low,Medium,1,0,0,6,5,Low
21,Female,Literate,Juvenile,Low,Low,1,0,0,322,0,Low
59,Male,Bachelor's,Maximum Security,High,High,13,5,2,33,44,High
30,Female,Preparatory,Women's,High,Medium,10,2,0,169,30,High
25,Male,Literate,Maximum Security,High,High,9,1,2,202,32,High
49,Male,Literate,Maximum Security,High,High,7,2,1,95,22,High
35,Female,Illiterate,Maximum Security,High,High,6,2,0,125,12,Medium
59,Male,Secondary,Minimum Security,Low,Medium,4,1,0,143,16,Low
42,Male,Bachelor's,Maximum Security,High,High,18,5,0,322,51,High
52,Female,Secondary,Juvenile,Medium,Medium,4,1,0,248,10,Low
40,Female,Preparatory,Women's,Medium,High,2,0,0,163,7,Low
56,Female,Secondary,Maximum Security,High,High,1,0,0,241,2,Low
51,Male,Primary,Minimum Security,Low,Medium,3,0,0,126,0,Low
60,Male,Secondary,Maximum Security,High,High,6,2,1,112,12,Medium
54,Male,Primary,Juvenile,Low,Low,1,0,0,90,1,Low
33,Male,Secondary,Remand,Low,Medium,2,0,0,358,6,Low
40,Female,Secondary,Women's,Medium,High,2,0,0,252,4,Low
52,Male,Illiterate,Minimum Security,Low,Medium,2,0,0,112,3,Low
19,Male,Bachelor's,Remand,High,High,9,3,2,90,19,High
38,Male,Secondary,Maximum Security,High,High,10,3,3,56,30,High
51,Female,Postgraduate education,Women's,Medium,Low,4,1,0,202,18,Low
55,Male,Literate,Maximum Security,High,High,6,2,1,223,17,High
58,Female,Secondary,Women's,High,Medium,7,2,0,355,23,Medium
57,Male,Secondary,Juvenile,Medium,Medium,10,3,3,352,32,High
36,Male,Bachelor's,Maximum Security,High,Medium,7,1,0,200,18,Medium
54,Male,Bachelor's,Maximum Security,High,Medium,5,0,1,113,16,Medium
58,Female,Literate,Remand,Medium,Medium,5,0,0,163,15,Medium
28,Female,Bachelor's,Remand,Medium,Medium,5,1,1,171,11,Medium
46,Male,Secondary,Maximum Security,High,High,7,0,0,55,24,Medium
64,Male,Secondary,Maximum Security,High,Medium,5,1,0,211,18,Medium
49,Female,Primary,Women's,Medium,Low,3,0,0,295,8,Low
59,Male,Preparatory,Juvenile,Low,Medium,3,0,0,10,6,Medium
38,Male,Primary,Maximum Security,High,Medium,6,0,0,82,11,Medium
64,Female,Postgraduate education,Maximum Security,High,High,12,0,2,314,38,High
48,Male,Secondary,Remand,Medium,Medium,3,0,0,27,5,Medium
24,Female,Preparatory,Minimum Security,Low,Low,3,0,0,276,13,Low
34,Male,Illiterate,Remand,Medium,Medium,8,3,2,251,18,High
27,Male,Illiterate,Maximum Security,High,Medium,11,0,0,320,31,Medium
56,Male,Primary,Remand,Medium,Low,5,1,0,242,16,Medium
25,Male,Preparatory,Minimum Security,Low,Low,2,0,0,46,13,Low
59,Male,Bachelor's,Remand,Medium,Medium,5,0,1,134,16,Medium
46,Male,Primary,Minimum Security,Low,Medium,1,0,0,356,15,Low
60,Male,Secondary,Maximum Security,High,High,6,2,0,301,19,Medium
32,Male,Secondary,Remand,Medium,Medium,5,1,1,243,11,Medium
54,Female,Preparatory,Women's,High,Medium,11,1,0,365,43,Medium
20,Female,Secondary,Remand,Medium,Medium,3,0,0,61,15,Low
46,Female,Postgraduate education,Maximum Security,High,Medium,6,2,1,64,23,Medium
20,Female,Preparatory,Minimum Security,Low,Low,1,0,0,321,6,Low
27,Male,Bachelor's,Juvenile,Low,Medium,2,0,0,198,15,Low
53,Male,Primary,Minimum Security,Low,Low,4,1,0,6,15,Medium
62,Male,Preparatory,Remand,Medium,High,3,0,0,301,0,Low
55,Female,Bachelor's,Juvenile,Medium,High,6,0,0,146,12,Low
52,Female,Bachelor's,Women's,High,High,6,0,1,292,17,Medium
56,Male,Preparatory,Minimum Security,Low,Low,3,0,0,348,11,Low
62,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,25,0,Low
65,Male,Preparatory,Minimum Security,Low,Low,1,0,0,155,11,Low
37,Male,Secondary,Minimum Security,Low,Medium,5,0,0,116,17,Low
26,Male,Secondary,Minimum Security,Low,Low,1,0,0,213,0,Low
56,Male,Primary,Remand,Medium,Medium,6,0,0,264,14,Low
41,Male,Literate,Juvenile,Medium,Medium,4,1,0,69,16,Medium
51,Female,Illiterate,Women's,High,Medium,9,1,2,29,31,High
33,Male,Preparatory,Maximum Security,High,High,7,2,0,188,18,Medium
47,Male,Literate,Remand,High,High,10,4,3,304,32,High
46,Female,Secondary,Maximum Security,High,High,10,2,2,83,34,High
34,Male,Primary,Juvenile,Medium,High,7,1,1,292,23,Medium
31,Female,Secondary,Women's,Medium,Medium,6,0,0,209,18,Low
50,Male,Secondary,Maximum Security,High,High,7,0,1,67,23,Medium
59,Male,Primary,Maximum Security,High,High,11,0,0,156,30,Medium
63,Female,Secondary,Women's,Medium,Medium,3,0,0,178,5,Low
47,Male,Secondary,Maximum Security,High,Medium,5,1,0,203,17,Medium
55,Male,Secondary,Maximum Security,High,Medium,5,1,1,191,21,Medium
53,Male,Primary,Remand,High,High,7,1,1,141,18,Medium
58,Male,Secondary,Minimum Security,Low,Low,4,0,0,333,10,Low
37,Male,Primary,Maximum Security,High,High,7,2,1,307,25,High
43,Male,Secondary,Remand,Medium,Low,5,0,0,132,11,Low
44,Male,Secondary,Minimum Security,Low,Low,5,1,1,97,8,Medium
39,Male,Preparatory,Remand,Medium,Low,9,1,0,343,35,Medium
40,Male,Bachelor's,Remand,Low,Medium,1,0,0,49,2,Low
48,Male,Secondary,Maximum Security,High,High,5,0,0,93,15,Medium
61,Female,Secondary,Women's,High,High,13,1,2,157,40,High
44,Male,Primary,Juvenile,Medium,Low,2,0,0,240,5,Low
21,Female,Secondary,Women's,Low,Medium,1,0,0,99,5,Low
50,Male,Preparatory,Maximum Security,High,High,7,1,0,77,26,Medium
26,Female,Primary,Women's,Low,Low,1,0,0,234,0,Low
27,Male,Secondary,Minimum Security,Low,Low,5,0,0,323,20,Low
29,Male,Preparatory,Minimum Security,Low,Medium,1,0,0,86,0,Low
54,Male,Secondary,Juvenile,Medium,Medium,4,0,0,324,15,Low
45,Female,Preparatory,Minimum Security,Low,Medium,5,0,1,102,24,Medium
64,Male,Primary,Minimum Security,Low,Low,2,0,0,97,0,Low
19,Male,Primary,Remand,Medium,Medium,5,0,1,66,13,Medium
24,Male,Literate,Minimum Security,Low,Low,1,0,0,152,4,Low
36,Male,Preparatory,Minimum Security,Low,Low,2,0,0,351,0,Low
26,Female,Primary,Minimum Security,Low,Medium,2,0,0,206,6,Low
19,Male,Literate,Maximum Security,High,High,8,0,1,301,19,Medium
50,Male,Secondary,Maximum Security,High,High,3,0,0,327,22,Low
34,Male,Secondary,Juvenile,Medium,High,3,0,0,10,9,Medium
21,Male,Preparatory,Remand,Medium,Medium,4,1,0,78,11,Medium
31,Male,Primary,Remand,Medium,Medium,9,3,0,138,29,High
57,Male,Bachelor's,Remand,High,High,6,1,1,60,24,Medium
36,Male,Primary,Maximum Security,High,High,8,3,2,134,14,High
51,Female,Primary,Women's,Medium,High,5,1,1,280,26,Medium
49,Female,Secondary,Women's,Medium,Medium,4,1,0,6,15,Medium
60,Male,Secondary,Maximum Security,High,High,14,3,1,46,47,High
50,Male,Bachelor's,Maximum Security,High,High,9,3,2,233,24,High
36,Male,Secondary,Maximum Security,High,Medium,6,0,0,148,23,Medium
41,Male,Secondary,Juvenile,Medium,Medium,7,1,0,23,21,Medium
18,Female,Secondary,Women's,High,High,7,1,0,224,16,Medium
57,Male,Preparatory,Maximum Security,High,High,5,1,0,58,17,Medium
43,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,244,9,Low
44,Male,Literate,Remand,Medium,High,4,1,0,81,0,Medium
24,Male,Secondary,Minimum Security,Low,Low,3,0,0,92,8,Low
57,Male,Illiterate,Minimum Security,Low,Low,2,0,0,66,3,Low
48,Female,Literate,Women's,Medium,High,6,1,0,133,4,Medium
59,Male,Secondary,Minimum Security,Low,Low,1,0,0,295,0,Low
64,Female,Secondary,Remand,High,High,6,1,0,358,23,Medium
57,Male,Primary,Maximum Security,High,High,6,0,1,346,16,Medium
59,Male,Secondary,Minimum Security,Low,Low,1,0,0,27,10,Low
18,Male,Bachelor's,Remand,Low,Low,2,0,0,38,10,Low
49,Male,Primary,Minimum Security,Low,Low,2,0,0,281,8,Low
59,Male,Illiterate,Minimum Security,Low,Low,1,0,0,293,1,Low
46,Male,Primary,Maximum Security,High,Medium,9,2,1,334,33,High
19,Male,Secondary,Maximum Security,High,High,11,4,1,46,24,High
56,Female,Secondary,Women's,Low,Low,1,0,0,335,3,Low
60,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,232,7,Low
39,Male,Preparatory,Remand,Medium,Medium,4,0,0,58,3,Low
24,Male,Primary,Juvenile,Low,Low,2,0,0,149,4,Low
53,Male,Illiterate,Remand,High,High,7,0,1,209,8,Medium
24,Male,Literate,Maximum Security,High,Medium,8,1,0,110,24,Medium
47,Male,Primary,Juvenile,Low,Medium,4,0,0,324,8,Low
61,Male,Preparatory,Remand,Medium,Low,5,1,0,68,9,Medium
49,Male,Secondary,Maximum Security,High,High,11,1,2,299,35,High
48,Female,Secondary,Women's,Low,Low,1,0,0,88,1,Low
64,Male,Secondary,Juvenile,Medium,Medium,7,1,1,196,24,Medium
44,Female,Bachelor's,Women's,Medium,Medium,6,2,1,175,9,Medium
36,Male,Preparatory,Minimum Security,Low,Low,3,0,0,262,6,Low
37,Male,Primary,Juvenile,Low,Low,2,0,0,111,14,Low
30,Male,Secondary,Maximum Security,High,Medium,9,1,0,67,22,Medium
63,Female,Preparatory,Remand,Medium,Medium,8,0,0,59,15,Medium
40,Male,Bachelor's,Remand,Medium,Medium,7,1,0,273,22,Medium
36,Female,Preparatory,Women's,High,High,3,0,0,195,6,Low
27,Male,Primary,Maximum Security,High,High,6,0,0,146,19,Medium
61,Male,Secondary,Maximum Security,High,High,14,1,0,277,43,High
20,Male,Secondary,Minimum Security,Low,Low,1,0,0,287,0,Low
32,Male,Primary,Juvenile,Low,Low,1,0,0,147,3,Low
62,Female,Preparatory,Remand,Low,Low,1,0,0,160,0,Low
53,Male,Primary,Maximum Security,High,Medium,6,1,0,226,16,Medium
32,Female,Secondary,Women's,Medium,Medium,5,0,1,279,24,Medium
65,Male,Postgraduate education,Remand,High,High,11,2,3,349,30,High
22,Male,Preparatory,Maximum Security,High,High,11,4,2,219,23,High
35,Male,Secondary,Remand,High,High,5,1,0,363,19,Medium
27,Female,Secondary,Maximum Security,High,High,11,2,2,320,41,High
57,Male,Secondary,Juvenile,Medium,High,6,1,0,362,21,Medium
38,Female,Preparatory,Remand,Medium,High,2,0,0,278,4,Low
52,Male,Bachelor's,Minimum Security,Low,Low,1,0,0,169,1,Low
41,Female,Secondary,Minimum Security,Low,Low,1,0,0,287,3,Low
59,Male,Preparatory,Maximum Security,High,Medium,7,0,0,314,21,Medium
57,Male,Bachelor's,Maximum Security,High,High,6,1,1,58,22,Medium
42,Male,Illiterate,Maximum Security,High,High,6,0,0,191,20,Medium
50,Male,Illiterate,Juvenile,Low,Medium,2,0,0,263,1,Low
23,Female,Literate,Women's,Low,Low,2,0,0,3,10,Medium
58,Male,Secondary,Maximum Security,High,Medium,9,0,0,217,27,Medium
24,Male,Bachelor's,Maximum Security,High,High,5,1,1,222,15,Medium
59,Male,Secondary,Juvenile,Medium,Medium,6,0,1,19,18,Medium
23,Male,Primary,Maximum Security,High,High,5,1,0,116,10,Medium
34,Male,Preparatory,Minimum Security,Low,Low,2,0,0,199,14,Low
61,Male,Secondary,Maximum Security,High,High,5,1,0,299,16,Medium
20,Male,Bachelor's,Remand,High,High,5,0,0,154,7,Low
56,Male,Preparatory,Maximum Security,High,High,8,1,1,338,28,Medium
19,Male,Literate,Minimum Security,Low,Low,1,0,0,279,2,Low
36,Female,Literate,Women's,Medium,Low,5,1,0,331,20,Medium
41,Female,Illiterate,Women's,Low,Medium,3,0,0,21,8,Medium
18,Male,Secondary,Remand,High,High,8,0,2,176,28,High
31,Male,Preparatory,Minimum Security,Low,Medium,4,1,0,113,16,Medium
57,Male,Primary,Juvenile,Low,Low,2,0,0,281,0,Low
47,Male,Secondary,Remand,High,High,8,2,2,297,30,High
49,Female,Primary,Women's,Medium,Medium,5,0,1,145,21,Medium
57,Male,Preparatory,Maximum Security,High,High,9,0,2,337,26,High
37,Male,Secondary,Remand,Medium,Low,6,1,0,86,19,Medium
18,Male,Secondary,Minimum Security,Low,Low,1,0,0,141,8,Low
41,Male,Bachelor's,Maximum Security,High,High,10,4,2,183,31,High
37,Male,Secondary,Remand,High,High,7,0,0,71,16,Medium
52,Male,Secondary,Maximum Security,High,High,5,0,0,9,15,Medium
50,Male,Secondary,Remand,Medium,Medium,2,0,0,18,12,Medium
53,Female,Preparatory,Maximum Security,High,High,6,2,0,76,19,Medium
41,Female,Secondary,Minimum Security,Low,Low,2,0,0,68,10,Low
47,Male,Preparatory,Remand,High,High,10,4,3,314,32,High
61,Male,Preparatory,Maximum Security,High,High,7,1,0,289,18,Medium
60,Female,Literate,Women's,Medium,Low,5,1,1,20,11,High
32,Male,Primary,Juvenile,Medium,Medium,3,0,0,265,13,Low
41,Female,Bachelor's,Minimum Security,Low,Medium,2,0,0,332,14,Low
38,Female,Secondary,Maximum Security,High,High,10,1,0,134,23,Medium
55,Male,Secondary,Remand,Medium,Medium,5,1,1,39,17,Medium
51,Female,Primary,Maximum Security,High,High,10,3,0,176,23,High
49,Female,Illiterate,Juvenile,Low,Low,1,0,0,117,0,Low
22,Male,Literate,Remand,High,High,2,0,0,60,8,Medium
60,Male,Secondary,Maximum Security,High,High,4,1,0,245,0,Low
48,Male,Bachelor's,Maximum Security,High,High,12,0,1,22,36,High
26,Male,Secondary,Remand,High,High,8,0,2,28,23,High
28,Male,Bachelor's,Maximum Security,High,High,8,0,1,288,22,Medium
58,Male,Secondary,Maximum Security,High,High,12,5,2,43,38,High
31,Female,Bachelor's,Minimum Security,Low,Medium,1,0,0,210,7,Low
56,Male,Secondary,Maximum Security,High,High,9,0,1,261,24,Medium
34,Male,Bachelor's,Maximum Security,High,High,9,0,1,35,23,Medium
32,Male,Illiterate,Minimum Security,Low,Low,3,0,0,258,9,Low
61,Male,Illiterate,Minimum Security,Low,Low,5,1,0,314,9,Medium
56,Male,Preparatory,Maximum Security,High,High,2,0,0,246,15,Low
60,Male,Bachelor's,Maximum Security,High,Medium,10,2,2,347,30,High
59,Male,Bachelor's,Minimum Security,Low,Low,2,0,0,219,8,Low
32,Female,Preparatory,Women's,Medium,Medium,7,0,1,356,26,Medium
54,Male,Preparatory,Maximum Security,High,High,10,0,0,42,32,Medium
36,Male,Primary,Remand,High,High,11,1,2,3,33,High
54,Male,Preparatory,Remand,High,Medium,7,1,0,209,23,Medium
41,Male,Secondary,Maximum Security,High,High,9,2,0,274,29,Medium
45,Male,Postgraduate education,Remand,Medium,Medium,6,1,0,282,12,Low
53,Male,Secondary,Remand,High,High,8,1,0,176,23,Medium
63,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,117,4,Low
46,Female,Literate,Juvenile,Medium,Medium,5,0,0,281,7,Low
57,Male,Literate,Remand,Low,Medium,3,0,0,46,13,Medium
27,Male,Illiterate,Minimum Security,Low,Medium,4,0,0,189,6,Low
23,Male,Bachelor's,Remand,Medium,Medium,5,0,0,146,21,Low
63,Female,Illiterate,Women's,Medium,High,5,0,1,253,16,Medium
46,Female,Bachelor's,Maximum Security,High,High,3,0,0,99,25,Low
20,Male,Secondary,Juvenile,Medium,Medium,8,1,1,184,28,Medium
33,Female,Illiterate,Remand,High,High,9,1,2,342,24,High
43,Male,Illiterate,Minimum Security,Low,Low,2,0,0,46,9,Medium
53,Male,Bachelor's,Minimum Security,Low,Low,3,0,0,141,11,Low
32,Male,Bachelor's,Remand,Medium,Medium,1,0,0,208,2,Low
50,Male,Primary,Maximum Security,High,Medium,6,0,0,262,18,Medium
34,Female,Secondary,Women's,Medium,Medium,6,2,1,193,12,Medium
54,Male,Primary,Remand,Medium,Medium,4,0,0,300,11,Low
19,Male,Preparatory,Remand,Medium,Medium,10,0,3,359,43,High
32,Male,Primary,Juvenile,Medium,Medium,4,1,0,134,10,Medium
33,Male,Secondary,Minimum Security,Low,Low,1,0,0,283,0,Low
29,Male,Bachelor's,Minimum Security,Low,Medium,1,0,0,349,5,Low
30,Male,Secondary,Remand,Low,Medium,3,0,0,103,14,Low
33,Male,Secondary,Juvenile,Medium,High,4,0,0,339,5,Low
49,Male,Secondary,Remand,High,High,6,1,0,317,16,Medium
38,Female,Bachelor's,Remand,Low,Low,3,0,0,261,11,Low
35,Male,Literate,Minimum Security,Low,Low,1,0,0,216,2,Low
48,Female,Illiterate,Women's,High,Medium,11,1,1,89,26,High
47,Female,Secondary,Women's,Medium,Medium,1,0,0,6,5,Low
61,Male,Primary,Maximum Security,High,High,7,1,1,132,24,High
29,Male,Preparatory,Remand,Medium,Medium,6,2,1,255,19,Medium
45,Male,Preparatory,Maximum Security,High,Medium,8,3,2,143,25,High
46,Male,Secondary,Maximum Security,High,High,5,1,1,51,11,Medium
64,Male,Preparatory,Maximum Security,High,High,6,2,0,74,11,Medium
65,Male,Literate,Maximum Security,High,High,6,1,0,322,11,Medium
51,Male,Preparatory,Remand,High,Medium,6,1,1,24,20,High
43,Male,Primary,Maximum Security,High,High,9,3,2,322,30,High
24,Male,Preparatory,Minimum Security,Low,Low,1,0,0,131,2,Low
40,Male,Bachelor's,Maximum Security,High,Medium,6,2,1,101,21,Medium
