Age,Gender,Sentence Type,education_level,Sentence_duration_months,Incident_count,violent_incidents_count,escape_incidents_count,Recidivism_score
23,Male,Fraud,Secondary,31,7,2,1,44.7
65,Male,Fraud,Illiterate,51,14,5,4,81.0
46,Male,Robbery,Literate,59,9,2,0,55.3
45,Male,Murder,Preparatory,193,9,1,1,66.9
23,Male,Theft,Secondary,23,7,0,1,40.4
42,Male,Fraud,Secondary,83,6,1,1,29.0
33,Male,Burglary,Preparatory,20,10,1,3,58.6
35,Male,Assault,Illiterate,79,12,0,1,63.4
35,Male,Assault,Illiterate,56,11,4,3,81.0
33,Male,Assault,Secondary,82,5,0,0,43.9
24,Male,Theft,Preparatory,42,14,3,1,60.8
42,Male,Robbery,Primary,140,15,3,2,81.2
59,Female,Theft,Primary,47,5,1,0,33.4
30,Male,Burglary,Preparatory,32,12,4,0,49.8
36,Male,Drug Offense,Postgraduate education,43,14,3,2,57.9
38,Male,Vandalism,Preparatory,10,8,2,2,47.1
54,Male,Public Order,Literate,18,11,4,1,50.1
19,Female,Assault,Secondary,80,9,1,1,60.7
36,Male,Theft,Bachelor's,29,13,0,4,59.5
61,Male,Drug Offense,Primary,96,14,0,2,58.1
27,Male,Vandalism,Illiterate,33,12,3,0,58.8
55,Male,Assault,Bachelor's,112,6,1,1,39.3
44,Male,Vandalism,Primary,8,10,4,3,64.7
24,Male,Drug Offense,Primary,94,10,1,1,61.0
57,Male,Public Order,Secondary,13,17,2,5,78.6
39,Female,Assault,Illiterate,57,18,5,0,83.1
32,Male,Assault,Secondary,97,8,2,0,52.1
32,Male,Fraud,Secondary,76,6,2,0,36.7
27,Male,Theft,Literate,29,13,5,4,89.5
23,Male,Weapons Offense,Literate,63,7,2,0,55.4
39,Male,Burglary,Preparatory,42,14,2,0,42.3
24,Male,Sexual Offense,Primary,172,7,2,0,70.7
20,Male,Theft,Bachelor's,44,7,0,0,30.7
24,Male,Burglary,Postgraduate education,27,7,1,0,30.7
51,Male,Burglary,Secondary,41,18,8,0,62.8
32,Male,Drug Offense,Primary,96,6,1,0,44.0
45,Male,Kidnapping,Bachelor's,235,11,4,3,76.5
55,Male,Theft,Primary,20,12,0,2,52.0
63,Male,Theft,Literate,37,15,3,0,51.1
29,Male,Burglary,Literate,54,4,0,0,39.4
49,Male,Drug Offense,Secondary,90,10,0,1,49.3
43,Male,Fraud,Bachelor's,34,18,5,5,82.0
61,Male,Robbery,Secondary,46,10,4,2,53.9
61,Male,Theft,Primary,14,14,5,0,50.4
41,Male,Assault,Preparatory,41,7,2,0,46.7
54,Male,Burglary,Secondary,56,16,4,1,54.3
59,Female,Burglary,Literate,30,19,7,5,97.7
26,Male,Vandalism,Secondary,25,11,2,3,61.7
18,Male,Burglary,Preparatory,47,11,3,0,57.0
50,Male,Fraud,Preparatory,68,9,2,2,50.1
49,Male,Murder,Secondary,292,6,2,1,62.5
36,Male,Burglary,Primary,61,10,1,3,60.9
47,Male,Arson,Preparatory,101,8,2,1,50.9
25,Male,Robbery,Secondary,82,9,2,2,66.7
52,Male,Theft,Secondary,37,17,5,0,48.1
31,Female,Theft,Bachelor's,18,11,3,0,43.3
37,Female,Theft,Primary,8,7,0,1,35.8
46,Male,Theft,Secondary,16,7,1,0,23.2
65,Male,Fraud,Secondary,66,11,2,0,42.3
28,Male,Vandalism,Secondary,6,8,2,2,47.6
54,Male,Robbery,Preparatory,77,9,1,2,47.5
63,Male,Murder,Bachelor's,443,7,2,1,64.9
61,Male,Theft,Secondary,29,7,1,0,23.1
21,Female,Cybercrime,Literate,14,13,3,2,75.1
33,Male,Robbery,Primary,143,10,4,3,84.5
61,Male,Theft,Secondary,43,9,0,0,23.3
44,Male,Theft,Secondary,8,11,4,0,37.4
43,Male,Robbery,Bachelor's,83,7,2,1,41.1
47,Female,Robbery,Illiterate,135,19,3,6,100.0
64,Male,Public Order,Secondary,23,13,2,0,31.4
40,Male,Vandalism,Preparatory,30,9,1,2,48.4
31,Male,Robbery,Primary,106,10,2,2,66.7
54,Male,Vandalism,Secondary,6,10,2,1,37.9
20,Male,Vandalism,Preparatory,10,17,0,0,55.5
28,Male,Theft,Bachelor's,15,11,0,2,41.5
62,Female,Cybercrime,Primary,23,10,3,0,41.8
23,Male,Burglary,Preparatory,69,12,2,1,61.3
59,Male,Fraud,Primary,41,8,0,0,32.4
45,Male,Sexual Offense,Illiterate,218,8,3,0,72.4
22,Male,Burglary,Secondary,12,12,0,0,46.5
18,Male,Vandalism,Postgraduate education,30,9,3,1,44.6
62,Male,Theft,Preparatory,9,11,3,3,54.5
24,Male,Cybercrime,Literate,55,10,2,2,60.5
26,Male,Drug Offense,Illiterate,84,14,4,2,79.9
18,Male,Burglary,Primary,25,11,3,0,50.3
58,Male,Weapons Offense,Secondary,80,8,0,1,42.4
31,Male,Theft,Secondary,40,8,1,0,31.3
64,Male,Public Order,Primary,5,12,1,1,33.3
33,Male,Theft,Secondary,41,9,0,1,35.7
64,Male,Arson,Secondary,120,15,5,4,86.1
37,Male,Drug Offense,Primary,62,21,9,4,100.0
36,Male,Vandalism,Secondary,18,7,0,0,25.6
49,Male,Burglary,Secondary,16,10,2,1,51.4
51,Female,Theft,Preparatory,23,11,1,2,44.8
26,Male,Vandalism,Preparatory,14,11,3,2,65.1
48,Female,Arson,Illiterate,44,10,1,1,57.0
18,Male,Theft,Illiterate,28,11,2,1,69.3
50,Male,Sexual Offense,Secondary,204,11,2,3,72.4
62,Male,Drug Offense,Preparatory,31,5,0,0,22.8
35,Male,Theft,Bachelor's,12,9,0,2,41.6
52,Male,Murder,Secondary,213,18,5,5,100.0
37,Male,Sexual Offense,Bachelor's,110,9,0,2,56.8
33,Male,Assault,Preparatory,101,12,3,0,70.4
21,Male,Kidnapping,Secondary,150,12,0,0,63.4
18,Male,Sexual Offense,Literate,184,14,6,0,89.6
51,Male,Vandalism,Primary,26,7,0,1,28.9
26,Male,Cybercrime,Secondary,13,12,2,3,62.1
19,Male,Assault,Preparatory,57,10,1,1,63.8
63,Female,Drug Offense,Preparatory,77,12,5,3,73.0
41,Male,Vandalism,Literate,13,15,0,0,41.5
34,Male,Cybercrime,Secondary,13,14,2,4,73.5
32,Male,Theft,Bachelor's,3,11,3,1,44.7
33,Male,Fraud,Bachelor's,34,8,0,0,29.3
20,Male,Weapons Offense,Secondary,77,16,6,2,81.0
32,Male,Fraud,Secondary,46,9,0,1,39.0
22,Male,Theft,Secondary,6,4,0,0,26.1
29,Male,Assault,Illiterate,75,12,3,2,80.3
22,Female,Cybercrime,Secondary,25,8,3,1,47.4
38,Male,Assault,Preparatory,61,10,1,3,66.6
54,Male,Kidnapping,Primary,214,7,0,1,56.5
55,Female,Public Order,Secondary,24,11,1,2,36.4
52,Male,Burglary,Illiterate,38,15,4,2,67.5
19,Male,Fraud,Bachelor's,13,8,0,1,37.2
39,Male,Drug Offense,Bachelor's,51,10,0,0,38.0
24,Male,Public Order,Preparatory,2,10,3,2,47.0
27,Male,Theft,Bachelor's,36,10,0,1,34.6
44,Male,Fraud,Postgraduate education,22,15,1,3,48.4
55,Male,Theft,Secondary,7,7,2,0,26.6
55,Male,Assault,Postgraduate education,54,7,1,0,31.2
36,Male,Robbery,Secondary,125,12,1,0,54.6
65,Male,Assault,Primary,49,7,0,1,43.8
26,Male,Murder,Literate,264,10,1,0,72.5
46,Male,Fraud,Preparatory,38,12,4,0,52.2
46,Male,Robbery,Literate,56,14,0,0,50.2
61,Male,Sexual Offense,Secondary,151,10,0,2,57.7
38,Male,Sexual Offense,Postgraduate education,197,10,2,1,55.2
50,Male,Robbery,Bachelor's,58,9,2,0,44.6
19,Female,Vandalism,Secondary,18,7,1,1,36.8
24,Male,Vandalism,Literate,3,7,2,1,53.0
21,Male,Public Order,Literate,13,9,1,2,56.1
41,Male,Weapons Offense,Illiterate,57,11,3,2,72.7
22,Male,Theft,Bachelor's,31,9,3,0,41.1
26,Male,Vandalism,Secondary,10,9,1,0,27.2
20,Female,Theft,Bachelor's,30,10,1,3,62.3
64,Male,Theft,Secondary,14,6,0,0,16.7
40,Male,Burglary,Primary,68,11,3,1,55.0
27,Male,Drug Offense,Primary,49,11,1,3,77.5
49,Male,Murder,Illiterate,323,8,2,0,72.4
42,Male,Burglary,Bachelor's,45,7,1,1,35.1
33,Male,Vandalism,Secondary,27,7,1,1,41.1
63,Male,Murder,Preparatory,469,9,1,1,68.3
50,Male,Robbery,Illiterate,112,12,5,2,82.3
32,Male,Vandalism,Primary,33,11,4,3,73.0
51,Male,Murder,Primary,261,7,1,1,59.8
24,Male,Burglary,Preparatory,62,7,0,1,42.6
65,Male,Public Order,Primary,13,7,1,1,25.1
40,Female,Public Order,Literate,8,13,5,2,72.7
55,Male,Kidnapping,Primary,271,9,1,1,64.4
19,Male,Fraud,Secondary,30,12,4,3,74.5
54,Female,Vandalism,Secondary,34,11,4,0,42.9
52,Male,Assault,Illiterate,53,14,5,3,83.0
56,Male,Assault,Illiterate,102,11,2,1,66.8
30,Male,Fraud,Literate,53,11,4,0,63.9
21,Male,Murder,Bachelor's,236,9,2,0,72.8
51,Male,Public Order,Preparatory,22,7,2,1,38.8
43,Male,Robbery,Primary,56,11,4,3,71.4
64,Female,Vandalism,Postgraduate education,23,10,1,3,38.8
29,Male,Murder,Bachelor's,362,9,3,2,84.0
32,Male,Vandalism,Preparatory,21,20,5,2,80.7
26,Male,Theft,Secondary,39,9,1,1,43.3
43,Male,Arson,Secondary,59,11,1,3,61.8
56,Male,Vandalism,Secondary,9,9,1,2,32.7
49,Male,Kidnapping,Primary,201,14,0,1,70.6
28,Male,Public Order,Bachelor's,22,11,3,3,59.3
58,Male,Robbery,Illiterate,62,4,0,0,41.9
33,Male,Fraud,Secondary,12,14,6,4,83.5
21,Male,Kidnapping,Postgraduate education,225,9,3,2,72.4
49,Female,Fraud,Preparatory,73,7,2,0,35.8
54,Male,Drug Offense,Literate,21,13,3,4,77.4
20,Male,Robbery,Bachelor's,45,4,1,0,35.6
39,Male,Fraud,Secondary,82,10,1,3,52.8
23,Male,Public Order,Bachelor's,23,19,7,6,100.0
19,Male,Drug Offense,Secondary,67,13,4,3,79.1
28,Male,Robbery,Postgraduate education,88,8,3,0,48.4
62,Male,Weapons Offense,Secondary,60,13,5,1,64.7
37,Male,Theft,Secondary,34,11,1,3,55.1
27,Male,Theft,Illiterate,45,8,3,1,55.9
58,Male,Burglary,Illiterate,22,12,1,0,49.9
58,Male,Theft,Bachelor's,22,7,1,0,21.0
43,Male,Cybercrime,Primary,47,10,3,3,59.5
52,Male,Fraud,Preparatory,35,12,0,2,44.0
46,Male,Assault,Primary,58,12,5,3,85.0
54,Male,Arson,Secondary,46,6,0,1,44.5
60,Male,Murder,Postgraduate education,296,7,0,0,42.2
53,Male,Fraud,Preparatory,80,12,5,3,65.4
61,Male,Assault,Bachelor's,84,7,1,1,37.1
37,Male,Weapons Offense,Secondary,88,6,2,1,45.2
54,Female,Vandalism,Secondary,12,10,4,1,41.5
25,Female,Assault,Bachelor's,45,7,2,0,45.3
31,Male,Theft,Preparatory,46,11,3,0,48.6
45,Male,Vandalism,Literate,19,10,1,3,53.9
38,Female,Weapons Offense,Illiterate,73,10,0,0,49.9
53,Male,Robbery,Primary,94,6,1,0,38.2
18,Male,Drug Offense,Preparatory,65,13,4,4,95.3
25,Male,Theft,Secondary,9,7,1,1,34.2
24,Male,Theft,Primary,37,9,0,2,53.8
40,Female,Robbery,Secondary,109,13,3,0,55.8
56,Male,Burglary,Preparatory,51,12,1,1,45.1
56,Male,Fraud,Preparatory,54,11,1,0,36.2
62,Male,Kidnapping,Bachelor's,215,16,5,4,94.4
19,Male,Vandalism,Primary,34,12,0,0,43.4
62,Male,Public Order,Primary,10,8,2,1,32.5
65,Male,Vandalism,Primary,29,8,0,2,31.2
56,Male,Burglary,Primary,64,15,4,3,74.1
44,Male,Arson,Bachelor's,43,12,3,2,66.1
50,Male,Theft,Secondary,28,8,3,2,41.8
26,Male,Assault,Secondary,46,14,0,3,67.7
30,Female,Burglary,Illiterate,14,16,0,3,69.9
47,Male,Fraud,Primary,59,8,0,0,36.1
47,Male,Drug Offense,Literate,15,8,3,0,53.4
33,Male,Drug Offense,Literate,72,13,0,4,82.4
55,Male,Fraud,Bachelor's,45,14,3,3,53.7
65,Male,Theft,Illiterate,6,8,0,1,36.2
28,Male,Arson,Primary,64,8,0,1,51.3
59,Male,Burglary,Secondary,44,6,1,0,18.9
19,Male,Public Order,Secondary,16,11,4,3,65.8
26,Male,Drug Offense,Illiterate,44,5,0,0,50.1
56,Male,Robbery,Postgraduate education,118,13,2,1,44.2
35,Male,Fraud,Primary,44,5,1,0,30.1
31,Male,Drug Offense,Bachelor's,62,11,2,3,63.7
55,Male,Assault,Secondary,71,11,3,1,52.2
53,Male,Drug Offense,Primary,25,6,0,1,41.9
48,Male,Public Order,Secondary,9,10,4,2,46.0
34,Male,Public Order,Secondary,7,12,2,0,40.1
27,Male,Burglary,Illiterate,66,13,0,0,49.1
56,Male,Robbery,Literate,39,14,4,2,74.2
59,Male,Robbery,Bachelor's,87,7,0,0,27.9
42,Male,Murder,Postgraduate education,277,10,2,3,79.3
39,Male,Burglary,Preparatory,62,12,1,2,45.2
48,Female,Drug Offense,Preparatory,33,6,1,1,40.5
60,Female,Burglary,Illiterate,20,11,4,2,61.3
65,Male,Vandalism,Secondary,14,12,2,3,50.7
61,Female,Drug Offense,Primary,40,10,3,3,63.9
65,Female,Assault,Bachelor's,71,9,1,1,35.6
34,Male,Assault,Literate,30,10,3,3,81.3
58,Male,Weapons Offense,Illiterate,48,10,2,2,64.3
50,Male,Drug Offense,Preparatory,64,18,7,6,100.0
21,Female,Theft,Postgraduate education,24,9,1,1,43.1
44,Female,Cybercrime,Postgraduate education,15,12,3,1,39.3
38,Male,Burglary,Illiterate,33,14,1,4,78.3
58,Female,Robbery,Illiterate,93,9,2,1,61.4
35,Male,Arson,Secondary,56,10,4,1,56.1
49,Male,Arson,Literate,91,11,2,2,74.7
58,Male,Assault,Preparatory,24,8,1,2,49.1
20,Male,Kidnapping,Bachelor's,202,17,7,2,100.0
51,Male,Drug Offense,Secondary,43,10,2,0,38.5
32,Male,Fraud,Literate,61,7,0,0,39.2
50,Male,Burglary,Bachelor's,31,15,1,4,49.8
36,Male,Assault,Preparatory,79,11,1,1,60.0
61,Female,Fraud,Bachelor's,57,8,0,1,32.4
30,Male,Weapons Offense,Secondary,26,6,1,0,43.5
32,Male,Public Order,Primary,1,17,0,5,74.5
55,Male,Theft,Secondary,5,9,2,0,25.9
42,Female,Burglary,Preparatory,15,7,0,1,41.2
56,Female,Drug Offense,Secondary,14,8,2,2,47.6
21,Male,Fraud,Preparatory,82,7,0,1,40.9
34,Male,Theft,Secondary,43,6,0,1,32.0
18,Male,Drug Offense,Secondary,46,5,1,0,40.2
57,Male,Theft,Bachelor's,9,11,1,2,37.8
50,Male,Theft,Literate,9,9,3,2,49.2
49,Male,Burglary,Primary,45,10,1,0,45.0
30,Male,Fraud,Literate,82,6,1,0,44.7
49,Female,Drug Offense,Preparatory,42,9,3,1,60.2
18,Male,Theft,Literate,39,7,0,1,43.4
60,Male,Weapons Offense,Secondary,33,8,2,1,48.2
64,Male,Weapons Offense,Secondary,82,13,3,1,52.8
36,Male,Theft,Secondary,5,9,1,2,47.3
36,Male,Drug Offense,Preparatory,26,8,1,0,35.3
24,Male,Cybercrime,Illiterate,14,12,4,2,74.4
60,Male,Robbery,Bachelor's,115,11,1,1,38.2
35,Female,Theft,Secondary,14,8,3,1,40.3
25,Male,Public Order,Primary,13,8,0,2,43.9
62,Male,Vandalism,Secondary,13,7,1,1,32.6
25,Male,Sexual Offense,Postgraduate education,136,8,0,1,52.6
24,Male,Drug Offense,Secondary,68,11,3,1,56.3
29,Male,Arson,Secondary,52,13,3,1,61.2
48,Female,Theft,Preparatory,5,7,0,1,33.8
22,Male,Robbery,Secondary,122,14,0,1,58.3
51,Male,Murder,Secondary,353,7,0,1,58.2
51,Male,Sexual Offense,Illiterate,159,10,2,3,81.4
48,Male,Drug Offense,Preparatory,83,12,1,2,58.2
57,Male,Drug Offense,Literate,72,13,3,4,85.1
49,Male,Theft,Preparatory,18,10,1,3,56.2
39,Female,Theft,Primary,44,8,3,1,50.3
42,Male,Burglary,Preparatory,63,11,4,2,59.5
54,Male,Vandalism,Preparatory,10,9,3,0,33.3
49,Male,Theft,Preparatory,5,12,5,3,66.8
53,Male,Vandalism,Secondary,22,11,2,0,19.5
50,Male,Drug Offense,Preparatory,55,10,4,2,66.3
41,Male,Vandalism,Bachelor's,24,9,0,2,37.2
53,Male,Drug Offense,Secondary,58,7,2,1,47.2
63,Male,Theft,Secondary,3,11,1,0,18.7
39,Male,Drug Offense,Secondary,82,8,0,1,48.5
51,Male,Theft,Bachelor's,34,9,0,2,35.8
26,Male,Kidnapping,Preparatory,185,5,1,0,52.7
57,Male,Theft,Bachelor's,16,13,0,3,49.4
47,Male,Burglary,Primary,60,9,1,2,52.4
44,Male,Drug Offense,Secondary,27,18,6,2,78.0
46,Male,Murder,Preparatory,435,8,3,2,81.2
18,Male,Theft,Bachelor's,40,3,0,0,23.7
48,Female,Vandalism,Bachelor's,14,16,2,5,67.1
64,Male,Theft,Secondary,41,13,5,2,52.6
38,Male,Fraud,Postgraduate education,43,10,0,0,27.6
35,Male,Fraud,Primary,29,8,2,0,44.1
26,Male,Sexual Offense,Secondary,172,12,3,1,79.8
62,Male,Robbery,Secondary,106,8,0,1,41.7
58,Male,Burglary,Secondary,55,13,0,3,48.5
40,Female,Theft,Secondary,14,14,0,2,46.5
50,Male,Drug Offense,Secondary,57,11,1,1,35.4
53,Male,Murder,Secondary,393,12,0,0,56.0
61,Male,Vandalism,Primary,30,7,0,1,25.8
18,Male,Theft,Literate,45,6,1,1,44.5
21,Male,Arson,Literate,72,12,1,3,89.2
61,Male,Vandalism,Secondary,21,14,4,2,59.5
31,Male,Theft,Secondary,9,8,2,2,43.0
57,Male,Kidnapping,Bachelor's,285,10,3,0,58.1
53,Male,Assault,Secondary,113,13,3,2,59.9
36,Male,Theft,Preparatory,29,7,2,1,35.5
61,Male,Murder,Illiterate,308,9,3,1,69.3
30,Male,Vandalism,Bachelor's,17,15,3,5,72.2
58,Male,Drug Offense,Secondary,81,11,4,3,64.0
65,Male,Arson,Postgraduate education,73,6,2,0,32.9
46,Male,Drug Offense,Primary,34,5,0,0,42.2
65,Male,Fraud,Preparatory,83,7,2,1,38.4
34,Male,Murder,Primary,349,8,3,1,72.5
47,Male,Theft,Literate,23,14,3,2,57.8
56,Male,Weapons Offense,Secondary,62,11,4,1,57.3
49,Male,Murder,Illiterate,342,13,1,2,88.0
51,Male,Burglary,Illiterate,44,12,4,2,66.0
28,Male,Assault,Illiterate,52,7,1,1,59.7
31,Male,Robbery,Primary,132,9,2,2,73.5
57,Male,Public Order,Bachelor's,21,6,0,0,12.2
18,Male,Fraud,Primary,43,4,0,0,34.4
20,Male,Robbery,Bachelor's,50,15,1,0,54.0
42,Male,Sexual Offense,Illiterate,228,15,3,0,85.1
41,Male,Assault,Preparatory,61,9,1,0,39.7
59,Male,Assault,Bachelor's,45,6,1,0,36.0
52,Male,Drug Offense,Primary,92,5,0,1,43.4
31,Male,Assault,Literate,92,6,2,1,50.7
62,Female,Kidnapping,Preparatory,138,6,2,1,53.5
65,Male,Theft,Secondary,5,11,4,0,32.6
23,Male,Burglary,Primary,16,11,3,2,71.1
54,Male,Weapons Offense,Preparatory,81,9,2,2,55.5
58,Male,Robbery,Preparatory,51,12,0,2,57.4
52,Male,Sexual Offense,Illiterate,107,12,5,2,91.6
62,Male,Fraud,Preparatory,49,9,2,2,43.7
61,Male,Theft,Secondary,31,4,0,0,12.9
42,Male,Drug Offense,Preparatory,80,9,0,1,48.0
32,Male,Fraud,Secondary,81,6,0,1,29.9
36,Female,Theft,Secondary,44,6,1,0,34.1
41,Female,Theft,Bachelor's,12,8,2,2,43.0
25,Male,Murder,Preparatory,460,8,0,0,68.6
23,Male,Kidnapping,Bachelor's,208,7,1,1,66.6
31,Male,Drug Offense,Preparatory,32,11,0,0,43.1
29,Male,Vandalism,Primary,14,11,1,3,59.9
60,Male,Vandalism,Bachelor's,32,6,0,1,31.9
59,Male,Robbery,Illiterate,48,11,0,1,54.2
30,Male,Assault,Primary,40,8,0,2,59.5
60,Male,Theft,Secondary,15,6,2,1,27.0
38,Male,Robbery,Secondary,124,6,0,1,47.9
55,Male,Murder,Secondary,399,8,1,2,63.1
28,Male,Burglary,Primary,59,11,0,3,66.8
59,Male,Vandalism,Literate,24,8,1,2,43.3
48,Male,Fraud,Primary,82,13,0,4,65.8
24,Male,Drug Offense,Bachelor's,29,11,0,3,63.8
52,Male,Kidnapping,Secondary,139,11,4,0,56.1
19,Male,Drug Offense,Secondary,86,11,0,0,48.1
43,Male,Burglary,Illiterate,28,11,1,0,52.5
52,Female,Assault,Secondary,43,12,2,3,62.9
41,Male,Cybercrime,Secondary,60,6,0,0,24.5
36,Male,Assault,Illiterate,70,9,3,0,57.8
50,Male,Burglary,Postgraduate education,51,9,3,2,46.6
61,Male,Assault,Preparatory,46,5,1,0,34.3
54,Female,Drug Offense,Postgraduate education,73,3,0,0,13.4
40,Male,Arson,Primary,69,18,6,5,100.0
41,Male,Drug Offense,Preparatory,58,7,0,0,35.0
42,Male,Assault,Illiterate,107,9,1,2,70.2
38,Male,Public Order,Secondary,9,8,1,0,28.4
65,Male,Murder,Literate,373,11,2,0,72.5
41,Male,Cybercrime,Illiterate,22,5,1,1,39.4
42,Female,Burglary,Preparatory,64,8,2,1,44.0
40,Male,Assault,Secondary,88,12,0,1,53.8
26,Male,Burglary,Preparatory,29,11,2,1,57.5
31,Male,Theft,Secondary,10,14,1,4,62.9
60,Male,Vandalism,Secondary,33,12,2,3,50.6
61,Male,Burglary,Literate,65,5,0,0,33.5
44,Male,Theft,Secondary,13,11,2,0,40.7
26,Male,Theft,Secondary,6,9,2,1,42.4
28,Male,Burglary,Bachelor's,50,10,3,0,53.7
54,Male,Cybercrime,Secondary,58,10,2,3,52.1
36,Female,Burglary,Secondary,42,16,5,4,78.3
48,Male,Vandalism,Secondary,14,11,1,2,43.3
57,Male,Robbery,Secondary,79,4,1,0,25.2
47,Male,Theft,Preparatory,11,8,3,0,40.6
24,Male,Assault,Bachelor's,111,6,0,0,42.6
44,Male,Drug Offense,Literate,90,9,1,1,55.5
56,Male,Vandalism,Preparatory,10,9,2,0,29.2
23,Male,Theft,Secondary,3,9,0,1,40.1
61,Male,Assault,Preparatory,29,14,3,4,84.0
62,Male,Burglary,Secondary,62,12,1,2,46.8
42,Male,Vandalism,Bachelor's,9,13,1,0,32.8
45,Male,Assault,Primary,34,15,0,4,78.8
36,Male,Murder,Primary,182,7,0,1,63.8
63,Male,Theft,Preparatory,36,6,1,0,28.0
18,Male,Burglary,Secondary,38,9,3,0,43.9
41,Male,Assault,Secondary,57,11,0,2,49.5
52,Male,Fraud,Primary,62,7,1,1,38.2
31,Male,Vandalism,Preparatory,26,13,4,2,62.6
53,Male,Burglary,Primary,34,12,1,2,52.8
63,Male,Theft,Bachelor's,10,10,1,1,30.5
65,Male,Vandalism,Bachelor's,9,11,1,0,24.9
31,Male,Vandalism,Secondary,6,14,1,0,44.9
28,Male,Drug Offense,Secondary,30,8,1,0,35.7
48,Female,Assault,Illiterate,52,9,3,2,73.0
41,Male,Theft,Preparatory,28,9,2,1,34.2
57,Male,Robbery,Postgraduate education,43,4,0,0,19.2
29,Male,Assault,Primary,108,8,2,1,63.7
51,Male,Theft,Secondary,36,8,1,2,39.0
62,Male,Burglary,Illiterate,27,13,4,4,87.3
59,Male,Theft,Postgraduate education,28,6,1,1,20.3
40,Male,Fraud,Primary,13,7,1,1,40.3
65,Male,Weapons Offense,Secondary,95,8,1,0,39.2
55,Male,Public Order,Primary,20,9,2,2,41.5
30,Male,Fraud,Illiterate,34,9,1,0,50.1
44,Male,Murder,Preparatory,354,11,4,1,82.0
25,Male,Public Order,Bachelor's,19,9,1,0,26.2
34,Male,Public Order,Secondary,8,8,0,2,41.5
39,Female,Assault,Preparatory,99,6,0,1,45.9
19,Male,Burglary,Preparatory,62,13,2,4,84.4
32,Male,Burglary,Primary,34,4,1,0,39.1
51,Male,Sexual Offense,Primary,169,11,3,0,60.5
23,Male,Kidnapping,Primary,261,7,1,0,65.4
29,Male,Fraud,Bachelor's,46,11,0,3,56.5
29,Female,Drug Offense,Bachelor's,75,7,1,1,42.3
65,Male,Kidnapping,Bachelor's,172,6,2,0,49.2
32,Male,Burglary,Secondary,21,8,0,2,41.3
24,Male,Theft,Bachelor's,34,5,1,1,36.5
57,Male,Vandalism,Bachelor's,33,9,3,0,23.9
41,Male,Assault,Postgraduate education,97,8,1,1,45.0
35,Male,Public Order,Bachelor's,9,10,1,0,23.1
43,Male,Murder,Illiterate,396,14,3,4,100.0
48,Female,Theft,Primary,46,15,3,1,59.8
29,Male,Theft,Preparatory,23,10,2,3,53.7
62,Male,Drug Offense,Preparatory,24,9,3,0,42.6
38,Male,Cybercrime,Primary,22,9,1,0,37.8
33,Male,Public Order,Primary,6,8,2,1,48.6
49,Male,Fraud,Secondary,58,9,0,1,42.1
43,Male,Burglary,Literate,48,9,1,1,52.0
61,Male,Theft,Primary,18,12,4,2,62.9
53,Male,Fraud,Literate,31,7,2,1,37.0
48,Male,Burglary,Preparatory,69,7,1,0,29.9
58,Male,Sexual Offense,Secondary,172,17,5,0,73.2
34,Male,Murder,Preparatory,263,15,4,5,100.0
21,Male,Burglary,Bachelor's,18,6,1,1,34.2
46,Male,Burglary,Preparatory,47,10,2,1,54.7
34,Male,Fraud,Primary,37,11,4,1,63.4
54,Male,Drug Offense,Literate,48,5,0,1,33.6
40,Male,Assault,Secondary,81,10,3,2,69.9
23,Male,Robbery,Secondary,54,14,6,2,79.3
28,Male,Weapons Offense,Preparatory,75,13,4,4,92.8
22,Male,Fraud,Primary,49,5,1,0,47.9
63,Male,Drug Offense,Primary,68,8,1,1,46.9
41,Male,Assault,Preparatory,45,10,0,1,48.1
29,Male,Theft,Primary,19,8,3,2,58.1
65,Male,Theft,Literate,9,11,1,0,38.2
24,Male,Cybercrime,Secondary,7,13,4,2,66.1
43,Male,Public Order,Literate,20,10,3,0,37.4
27,Male,Weapons Offense,Preparatory,53,6,0,1,45.2
33,Male,Assault,Literate,91,9,3,1,71.7
28,Male,Drug Offense,Bachelor's,53,6,2,0,41.3
48,Male,Cybercrime,Bachelor's,41,8,1,1,31.8
46,Male,Weapons Offense,Preparatory,82,14,5,0,69.1
58,Male,Cybercrime,Preparatory,46,11,2,1,38.4
58,Male,Weapons Offense,Preparatory,53,6,2,1,50.9
23,Male,Fraud,Primary,50,10,3,0,59.5
18,Male,Vandalism,Bachelor's,25,5,0,1,31.8
36,Male,Theft,Bachelor's,33,10,0,3,36.5
37,Male,Assault,Primary,53,12,0,0,46.0
18,Male,Burglary,Bachelor's,39,7,0,1,43.9
43,Male,Sexual Offense,Secondary,192,8,1,0,54.0
32,Male,Assault,Primary,102,14,6,3,98.4
62,Male,Robbery,Secondary,139,8,1,2,61.9
35,Male,Vandalism,Primary,21,12,1,2,49.7
25,Male,Drug Offense,Primary,91,5,0,1,45.6
49,Male,Theft,Illiterate,37,6,1,1,42.6
19,Male,Theft,Primary,48,7,1,1,46.4
46,Male,Burglary,Literate,43,12,4,1,66.8
31,Male,Robbery,Secondary,83,8,1,0,43.6
47,Male,Theft,Illiterate,12,9,0,2,50.9
21,Male,Fraud,Secondary,35,6,1,1,45.5
30,Female,Burglary,Preparatory,12,12,3,0,46.5
25,Female,Sexual Offense,Preparatory,209,7,2,1,65.7
